Churn,customer.tenure,account.Charges.Monthly,account.Contract,customer.SeniorCitizen,internet.InternetService,account.PaymentMethod
Yes,66,99.5,Month-to-month,0,Fiber optic,Electronic check
Yes,1,81.95,Month-to-month,0,Fiber optic,Electronic check
No,8,19.05,Two year,0,No,Mailed check
No,68,19.35,Two year,0,No,Bank transfer (automatic)
Yes,18,33.5,Month-to-month,0,DSL,Credit card (automatic)
Yes,11,99.55,Month-to-month,1,Fiber optic,Electronic check
Yes,1,84.3,Month-to-month,0,Fiber optic,Electronic check
No,46,101.1,One year,0,Fiber optic,Electronic check
No,8,20.0,Two year,0,No,Mailed check
No,9,103.1,Month-to-month,0,Fiber optic,Electronic check
No,1,81.05,Month-to-month,0,Fiber optic,Electronic check
No,63,102.6,Two year,0,Fiber optic,Electronic check
No,18,19.0,Month-to-month,0,No,Electronic check
Yes,1,74.6,Month-to-month,0,Fiber optic,Mailed check
Yes,13,99.0,Month-to-month,0,Fiber optic,Mailed check
Yes,7,79.3,Month-to-month,0,Fiber optic,Electronic check
No,18,85.6,Month-to-month,0,Fiber optic,Electronic check
No,37,58.75,One year,0,DSL,Mailed check
Yes,12,106.7,Month-to-month,0,Fiber optic,Electronic check
Yes,43,49.05,Month-to-month,0,DSL,Bank transfer (automatic)
No,63,108.75,Month-to-month,0,Fiber optic,Electronic check
No,6,20.4,Two year,0,No,Credit card (automatic)
Yes,24,102.95,Month-to-month,1,Fiber optic,Credit card (automatic)
Yes,2,90.4,Month-to-month,0,Fiber optic,Electronic check
Yes,38,94.65,Month-to-month,0,Fiber optic,Electronic check
Yes,33,95.8,One year,0,Fiber optic,Electronic check
No,48,103.85,Month-to-month,0,Fiber optic,Electronic check
No,4,86.05,Month-to-month,0,Fiber optic,Electronic check
No,29,67.45,Month-to-month,0,DSL,Mailed check
No,27,55.45,One year,0,DSL,Bank transfer (automatic)
No,65,84.2,Two year,0,DSL,Bank transfer (automatic)
No,31,81.7,One year,0,Fiber optic,Credit card (automatic)
No,49,100.85,Month-to-month,0,Fiber optic,Mailed check
No,72,114.45,Two year,0,Fiber optic,Bank transfer (automatic)
No,5,64.0,Month-to-month,0,DSL,Electronic check
No,1,55.7,Month-to-month,0,DSL,Mailed check
No,33,59.45,Month-to-month,1,DSL,Bank transfer (automatic)
No,1,35.9,Month-to-month,0,DSL,Mailed check
No,65,26.0,Two year,0,No,Credit card (automatic)
No,60,80.55,One year,0,DSL,Credit card (automatic)
No,63,84.0,One year,1,DSL,Bank transfer (automatic)
Yes,3,70.4,Month-to-month,1,Fiber optic,Electronic check
No,55,51.65,Month-to-month,1,DSL,Bank transfer (automatic)
No,68,105.75,One year,0,Fiber optic,Credit card (automatic)
No,72,96.6,Two year,1,Fiber optic,Bank transfer (automatic)
Yes,21,86.5,Month-to-month,0,Fiber optic,Electronic check
Yes,5,69.75,Month-to-month,0,Fiber optic,Electronic check
No,37,19.5,Month-to-month,0,No,Bank transfer (automatic)
No,29,71.0,One year,0,DSL,Credit card (automatic)
No,64,111.15,Month-to-month,0,Fiber optic,Electronic check
No,46,20.05,Two year,0,No,Bank transfer (automatic)
Yes,7,76.45,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,23,79.35,Month-to-month,1,Fiber optic,Mailed check
No,68,25.25,Two year,0,No,Bank transfer (automatic)
No,41,35.45,One year,0,DSL,Mailed check
Yes,2,89.55,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,17,92.7,Month-to-month,0,Fiber optic,Credit card (automatic)
No,55,19.35,Two year,0,No,Bank transfer (automatic)
No,5,49.4,Month-to-month,0,DSL,Mailed check
No,68,70.9,Two year,0,DSL,Credit card (automatic)
No,7,75.4,Month-to-month,1,Fiber optic,Electronic check
Yes,6,69.25,Month-to-month,0,Fiber optic,Mailed check
No,41,104.4,Month-to-month,1,Fiber optic,Electronic check
No,2,74.95,Month-to-month,0,Fiber optic,Electronic check
No,1,25.4,Month-to-month,0,No,Mailed check
No,1,20.25,Month-to-month,0,No,Mailed check
No,3,107.95,Month-to-month,0,Fiber optic,Electronic check
Yes,1,45.6,Month-to-month,0,DSL,Electronic check
Yes,29,89.2,Month-to-month,0,Fiber optic,Electronic check
No,17,96.65,One year,0,Fiber optic,Bank transfer (automatic)
No,37,20.35,Month-to-month,0,No,Bank transfer (automatic)
No,22,54.7,Month-to-month,0,DSL,Mailed check
No,68,88.15,Two year,0,DSL,Electronic check
No,72,78.95,Two year,0,DSL,Electronic check
Yes,30,51.2,Month-to-month,0,DSL,Credit card (automatic)
Yes,31,73.9,Month-to-month,1,Fiber optic,Electronic check
No,16,19.35,Month-to-month,0,No,Mailed check
No,65,25.75,Two year,0,No,Mailed check
Yes,5,67.95,Month-to-month,0,DSL,Bank transfer (automatic)
No,55,73.1,Month-to-month,0,Fiber optic,Electronic check
No,1,50.75,Month-to-month,0,DSL,Mailed check
No,33,95.0,Month-to-month,0,Fiber optic,Credit card (automatic)
No,30,104.1,Month-to-month,1,Fiber optic,Electronic check
No,25,55.55,Month-to-month,0,DSL,Credit card (automatic)
Yes,3,35.45,Month-to-month,0,DSL,Mailed check
Yes,4,50.7,Month-to-month,0,DSL,Credit card (automatic)
No,1,21.1,Month-to-month,0,No,Mailed check
Yes,14,89.8,Month-to-month,0,Fiber optic,Mailed check
Yes,25,70.95,Month-to-month,0,Fiber optic,Mailed check
No,25,20.15,Month-to-month,0,No,Mailed check
No,72,115.55,Two year,0,Fiber optic,Credit card (automatic)
No,44,19.5,One year,0,No,Credit card (automatic)
No,18,75.4,Month-to-month,0,Fiber optic,Electronic check
No,7,84.35,Month-to-month,1,Fiber optic,Electronic check
No,59,72.1,Two year,0,DSL,Bank transfer (automatic)
No,70,84.8,Two year,0,DSL,Bank transfer (automatic)
No,40,26.2,Month-to-month,0,No,Electronic check
No,34,105.35,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,5,85.3,Month-to-month,0,Fiber optic,Mailed check
Yes,1,45.65,Month-to-month,0,DSL,Electronic check
No,68,44.8,One year,0,DSL,Mailed check
No,14,19.7,Two year,0,No,Mailed check
No,19,89.95,Month-to-month,0,Fiber optic,Mailed check
Yes,4,68.65,Month-to-month,0,DSL,Bank transfer (automatic)
No,67,25.25,Two year,0,No,Credit card (automatic)
No,50,108.75,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,43,35.2,One year,0,DSL,Credit card (automatic)
No,59,19.3,Two year,0,No,Credit card (automatic)
No,27,20.1,One year,0,No,Bank transfer (automatic)
Yes,22,61.15,Month-to-month,0,DSL,Mailed check
No,40,63.9,One year,0,DSL,Bank transfer (automatic)
Yes,37,99.2,One year,0,Fiber optic,Electronic check
Yes,15,79.75,Month-to-month,0,Fiber optic,Electronic check
No,28,54.9,Month-to-month,0,DSL,Credit card (automatic)
Yes,13,75.3,One year,0,DSL,Mailed check
No,5,20.05,Month-to-month,0,No,Credit card (automatic)
No,54,65.65,Two year,0,DSL,Credit card (automatic)
No,63,39.35,Two year,0,DSL,Bank transfer (automatic)
No,20,20.05,Month-to-month,0,No,Mailed check
Yes,46,105.2,One year,0,Fiber optic,Bank transfer (automatic)
No,72,92.4,Two year,0,DSL,Electronic check
No,71,25.6,Two year,0,No,Credit card (automatic)
No,32,19.45,Month-to-month,0,No,Credit card (automatic)
No,71,105.9,One year,1,Fiber optic,Electronic check
No,71,89.85,Two year,1,DSL,Mailed check
No,71,65.15,Two year,0,DSL,Bank transfer (automatic)
No,22,69.7,Month-to-month,0,Fiber optic,Mailed check
Yes,12,96.0,Month-to-month,0,Fiber optic,Electronic check
No,68,19.95,Two year,0,No,Bank transfer (automatic)
No,2,53.45,Month-to-month,0,DSL,Electronic check
,70,115.15,Two year,0,Fiber optic,Credit card (automatic)
No,29,58.55,Month-to-month,1,DSL,Bank transfer (automatic)
Yes,7,40.1,Month-to-month,0,DSL,Credit card (automatic)
No,12,79.95,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,34,55.0,One year,0,DSL,Mailed check
Yes,22,79.2,Month-to-month,0,DSL,Electronic check
Yes,15,85.9,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,40,78.85,Month-to-month,0,Fiber optic,Credit card (automatic)
No,72,94.45,Two year,0,Fiber optic,Credit card (automatic)
No,72,49.2,Two year,0,DSL,Electronic check
No,45,73.55,Two year,0,DSL,Mailed check
No,72,111.95,Two year,0,Fiber optic,Bank transfer (automatic)
No,71,89.3,Two year,0,DSL,Credit card (automatic)
No,18,59.1,Month-to-month,1,DSL,Credit card (automatic)
Yes,47,85.3,Month-to-month,0,Fiber optic,Electronic check
No,68,53.0,Two year,1,DSL,Electronic check
No,68,80.65,Two year,0,DSL,Electronic check
Yes,1,84.85,Month-to-month,0,Fiber optic,Electronic check
No,34,60.85,Month-to-month,0,DSL,Bank transfer (automatic)
No,24,79.65,Month-to-month,0,Fiber optic,Mailed check
No,58,89.85,One year,1,Fiber optic,Bank transfer (automatic)
Yes,7,84.8,Month-to-month,1,Fiber optic,Electronic check
Yes,1,50.8,Month-to-month,0,DSL,Electronic check
Yes,7,51.0,Month-to-month,0,DSL,Mailed check
No,37,90.0,Month-to-month,1,Fiber optic,Electronic check
No,52,24.55,Two year,0,No,Mailed check
No,45,20.0,Two year,0,No,Bank transfer (automatic)
No,43,24.25,Two year,0,No,Mailed check
No,26,81.95,Month-to-month,0,Fiber optic,Electronic check
No,56,98.6,Month-to-month,0,Fiber optic,Electronic check
No,1,25.25,Month-to-month,0,DSL,Bank transfer (automatic)
No,68,85.3,Two year,0,DSL,Bank transfer (automatic)
No,27,45.85,One year,0,DSL,Credit card (automatic)
No,9,85.5,Month-to-month,0,Fiber optic,Electronic check
Yes,8,45.15,Month-to-month,0,DSL,Mailed check
No,1,19.4,Month-to-month,0,No,Credit card (automatic)
No,71,116.05,Two year,0,Fiber optic,Bank transfer (automatic)
Yes,15,19.4,Month-to-month,0,No,Bank transfer (automatic)
Yes,70,93.9,Two year,0,Fiber optic,Bank transfer (automatic)
No,72,85.9,Two year,0,DSL,Credit card (automatic)
No,21,99.15,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,54,20.1,Two year,0,No,Mailed check
No,8,19.5,Two year,0,No,Mailed check
No,24,49.3,Month-to-month,0,DSL,Credit card (automatic)
No,48,19.55,Two year,0,No,Mailed check
Yes,1,55.2,Month-to-month,0,DSL,Mailed check
No,5,24.3,Month-to-month,0,No,Mailed check
No,17,44.45,One year,0,DSL,Credit card (automatic)
No,72,79.35,Two year,0,DSL,Bank transfer (automatic)
No,72,103.2,One year,0,Fiber optic,Credit card (automatic)
No,6,44.4,Month-to-month,1,DSL,Electronic check
No,72,79.2,Two year,0,DSL,Credit card (automatic)
Yes,4,50.85,Month-to-month,0,DSL,Mailed check
No,62,20.65,Two year,0,No,Credit card (automatic)
Yes,39,95.55,One year,0,Fiber optic,Electronic check
No,1,20.4,One year,0,No,Mailed check
No,51,60.5,One year,0,DSL,Bank transfer (automatic)
Yes,58,103.25,One year,0,Fiber optic,Bank transfer (automatic)
No,38,81.85,Month-to-month,0,Fiber optic,Mailed check
No,33,80.1,One year,0,Fiber optic,Bank transfer (automatic)
No,20,19.4,Month-to-month,0,No,Mailed check
No,31,80.55,Two year,0,DSL,Bank transfer (automatic)
Yes,20,105.85,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,64,81.05,Month-to-month,0,Fiber optic,Electronic check
No,72,79.55,Two year,0,DSL,Credit card (automatic)
No,9,90.35,One year,0,Fiber optic,Electronic check
No,61,104.0,One year,0,Fiber optic,Electronic check
No,52,85.15,Two year,0,DSL,Mailed check
No,69,46.25,Two year,0,DSL,Bank transfer (automatic)
No,1,79.15,Month-to-month,0,Fiber optic,Mailed check
No,68,72.95,Two year,0,DSL,Bank transfer (automatic)
No,14,66.6,Month-to-month,0,DSL,Credit card (automatic)
No,7,35.5,One year,0,DSL,Credit card (automatic)
Yes,2,70.2,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,1,70.1,Month-to-month,0,Fiber optic,Electronic check
No,51,24.95,Two year,0,No,Mailed check
Yes,4,99.6,Month-to-month,1,Fiber optic,Electronic check
No,15,19.35,Two year,0,No,Mailed check
No,72,109.15,One year,0,Fiber optic,Credit card (automatic)
No,50,94.4,Month-to-month,0,Fiber optic,Credit card (automatic)
No,57,94.0,Month-to-month,1,Fiber optic,Credit card (automatic)
No,44,95.1,Month-to-month,0,Fiber optic,Credit card (automatic)
No,62,110.8,One year,0,Fiber optic,Electronic check
Yes,14,74.3,Month-to-month,1,Fiber optic,Electronic check
No,7,78.5,Month-to-month,0,DSL,Electronic check
No,72,110.75,Two year,0,Fiber optic,Electronic check
No,1,49.05,Month-to-month,0,DSL,Mailed check
No,72,63.1,Two year,1,DSL,Bank transfer (automatic)
No,1,45.4,Month-to-month,0,DSL,Mailed check
Yes,3,75.1,Month-to-month,0,Fiber optic,Credit card (automatic)
No,32,19.75,One year,0,No,Bank transfer (automatic)
No,71,99.2,Two year,1,Fiber optic,Electronic check
No,60,99.0,Month-to-month,1,Fiber optic,Electronic check
No,4,48.75,Month-to-month,1,DSL,Mailed check
No,52,95.65,Month-to-month,0,Fiber optic,Credit card (automatic)
No,29,58.0,One year,0,DSL,Credit card (automatic)
No,49,99.25,One year,0,Fiber optic,Credit card (automatic)
No,40,60.3,One year,0,DSL,Mailed check
No,57,100.75,One year,0,Fiber optic,Credit card (automatic)
No,62,70.45,Month-to-month,0,DSL,Credit card (automatic)
No,23,86.8,One year,0,Fiber optic,Mailed check
No,65,71.0,Two year,0,DSL,Bank transfer (automatic)
No,38,20.05,Two year,0,No,Mailed check
Yes,48,117.45,Month-to-month,1,Fiber optic,Electronic check
No,72,82.15,Two year,0,DSL,Bank transfer (automatic)
No,2,19.85,Month-to-month,0,No,Bank transfer (automatic)
No,28,76.55,Month-to-month,0,Fiber optic,Bank transfer (automatic)
No,65,109.05,Two year,1,Fiber optic,Electronic check
No,2,19.4,Month-to-month,0,No,Mailed check
Yes,10,33.9,Month-to-month,0,DSL,Mailed check
Yes,16,89.45,Month-to-month,0,Fiber optic,Credit card (automatic)
No,72,55.65,Two year,0,DSL,Credit card (automatic)
No,12,33.15,One year,0,DSL,Credit card (automatic)
Yes,1,19.9,Month-to-month,0,No,Electronic check
No,26,44.45,Month-to-month,0,DSL,Credit card (automatic)
No,20,19.5,One year,0,No,Mailed check
No,7,19.3,Month-to-month,0,No,Mailed check
Yes,38,80.3,One year,0,DSL,Credit card (automatic)
No,23,90.0,Month-to-month,1,Fiber optic,Electronic check
No,67,111.05,Two year,0,Fiber optic,Electronic check
No,48,24.55,One year,0,No,Bank transfer (automatic)
No,64,104.4,Two year,0,Fiber optic,Bank transfer (automatic)
No,3,74.55,Month-to-month,0,Fiber optic,Electronic check
No,32,104.05,One year,0,Fiber optic,Credit card (automatic)
Yes,57,70.1,One year,0,DSL,Bank transfer (automatic)
No,51,84.2,One year,0,Fiber optic,Bank transfer (automatic)
Yes,16,19.7,Month-to-month,0,No,Mailed check
No,48,25.05,One year,0,No,Credit card (automatic)
No,18,20.05,Two year,0,No,Credit card (automatic)
No,23,40.1,Two year,0,DSL,Mailed check
No,55,50.55,Month-to-month,0,DSL,Credit card (automatic)
No,2,20.3,Month-to-month,0,No,Mailed check
Yes,9,94.85,Month-to-month,0,Fiber optic,Mailed check
No,27,20.35,Two year,0,No,Credit card (automatic)
No,35,24.15,Month-to-month,0,DSL,Electronic check
No,58,20.5,Two year,0,No,Credit card (automatic)
No,42,94.4,Month-to-month,0,Fiber optic,Electronic check
No,44,61.5,One year,0,DSL,Mailed check
No,43,75.2,Two year,0,DSL,Bank transfer (automatic)
No,7,20.65,One year,0,No,Mailed check
,1,73.65,Month-to-month,1,Fiber optic,Electronic check
Yes,28,103.3,Month-to-month,1,Fiber optic,Electronic check
No,41,94.9,Month-to-month,0,Fiber optic,Bank transfer (automatic)
Yes,24,80.25,Month-to-month,0,Fiber optic,Electronic check
Yes,39,104.7,One year,0,Fiber optic,Credit card (automatic)
No,65,104.25,Month-to-month,0,Fiber optic,Electronic check
No,40,36.0,One year,0,DSL,Credit card (automatic)
No,46,70.6,One year,0,DSL,Mailed check
Yes,36,84.75,Month-to-month,0,Fiber optic,Electronic check
No,62,80.4,Month-to-month,0,DSL,Bank transfer (automatic)
No,30,70.4,One year,0,DSL,Electronic check
No,70,113.65,Two year,0,Fiber optic,Bank transfer (automatic)
No,1,19.9,Month-to-month,0,No,Mailed check
Yes,5,104.1,Month-to-month,0,Fiber optic,Mailed check
No,24,93.0,Month-to-month,0,Fiber optic,Electronic check
No,11,20.25,Month-to-month,0,No,Mailed check
No,58,99.15,One year,0,Fiber optic,Bank transfer (automatic)
Yes,2,44.35,Month-to-month,0,DSL,Electronic check
No,8,66.25,Month-to-month,0,DSL,Electronic check
No,35,91.0,Month-to-month,1,Fiber optic,Credit card (automatic)
No,65,104.35,Month-to-month,1,Fiber optic,Electronic check
No,68,85.0,Two year,0,DSL,Credit card (automatic)
Yes,6,84.85,Month-to-month,0,Fiber optic,Electronic check
No,46,94.9,One year,0,Fiber optic,Credit card (automatic)
No,72,115.15,Two year,0,Fiber optic,Electronic check
Yes,62,100.15,One year,0,Fiber optic,Electronic check
No,38,20.2,Two year,1,No,Mailed check
Yes,1,53.5,Month-to-month,0,DSL,Mailed check
No,58,95.3,Month-to-month,0,Fiber optic,Electronic check
No,17,20.1,One year,0,No,Mailed check
No,72,114.85,Two year,1,Fiber optic,Bank transfer (automatic)
No,50,69.65,One year,0,DSL,Electronic check
Yes,4,49.35,Month-to-month,0,DSL,Electronic check
No,3,20.0,Month-to-month,0,No,Mailed check
Yes,8,80.45,Month-to-month,1,Fiber optic,Credit card (automatic)
Yes,13,70.15,Month-to-month,1,Fiber optic,Electronic check
No,55,20.5,Two year,0,No,Mailed check
No,71,90.1,Two year,0,DSL,Electronic check
No,37,80.05,One year,0,Fiber optic,Electronic check
Yes,41,111.95,One year,1,Fiber optic,Electronic check
No,55,85.1,Two year,0,DSL,Bank transfer (automatic)
No,61,50.7,One year,0,DSL,Bank transfer (automatic)
No,44,61.9,Month-to-month,0,DSL,Mailed check
Yes,59,110.15,One year,0,Fiber optic,Electronic check
Yes,10,34.7,Month-to-month,1,DSL,Electronic check
No,2,20.4,Month-to-month,0,No,Mailed check
No,56,19.8,Two year,0,No,Credit card (automatic)
No,72,108.4,Two year,0,Fiber optic,Electronic check
,3,57.55,Month-to-month,0,DSL,Electronic check
No,1,74.7,Month-to-month,1,Fiber optic,Electronic check
No,44,19.35,Two year,1,No,Credit card (automatic)
No,10,19.75,Month-to-month,0,No,Credit card (automatic)
No,72,19.85,Two year,0,No,Bank transfer (automatic)
No,66,54.8,One year,0,DSL,Mailed check
Yes,24,101.05,Month-to-month,0,Fiber optic,Electronic check
No,18,89.6,One year,0,Fiber optic,Credit card (automatic)
Yes,22,54.45,Month-to-month,0,DSL,Electronic check
No,64,94.6,Two year,0,Fiber optic,Credit card (automatic)
No,22,39.2,Month-to-month,0,DSL,Electronic check
No,38,102.6,Month-to-month,1,Fiber optic,Electronic check
No,5,20.25,Month-to-month,0,No,Mailed check
Yes,6,98.25,Month-to-month,1,Fiber optic,Electronic check
Yes,1,70.3,Month-to-month,0,Fiber optic,Electronic check
No,18,56.8,Month-to-month,0,DSL,Credit card (automatic)
No,11,53.8,One year,0,DSL,Bank transfer (automatic)
No,67,64.55,Two year,1,DSL,Bank transfer (automatic)
No,67,101.4,Month-to-month,1,Fiber optic,Credit card (automatic)
No,72,25.7,Two year,1,No,Credit card (automatic)
No,47,75.45,Month-to-month,0,Fiber optic,Credit card (automatic)
No,54,72.1,One year,1,DSL,Mailed check
Yes,12,98.1,Month-to-month,1,Fiber optic,Electronic check
No,31,84.75,Month-to-month,0,Fiber optic,Credit card (automatic)
No,11,64.05,Month-to-month,0,DSL,Bank transfer (automatic)
Yes,40,55.8,Month-to-month,1,DSL,Electronic check
No,11,75.2,Month-to-month,1,Fiber optic,Credit card (automatic)
Yes,5,92.5,Month-to-month,0,Fiber optic,Electronic check
No,1,19.75,Month-to-month,0,No,Mailed check
No,20,19.7,One year,0,No,Bank transfer (automatic)
No,8,19.65,Month-to-month,0,No,Credit card (automatic)
No,1,74.3,Month-to-month,0,Fiber optic,Mailed check
No,72,111.65,Two year,1,Fiber optic,Electronic check
Yes,6,91.0,Month-to-month,0,Fiber optic,Electronic check
Yes,40,101.85,Month-to-month,1,Fiber optic,Electronic check
No,23,73.65,Month-to-month,0,DSL,Credit card (automatic)
No,30,95.0,Month-to-month,0,Fiber optic,Credit card (automatic)
No,29,76.0,Month-to-month,0,Fiber optic,Credit card (automatic)
No,59,44.3,Month-to-month,0,DSL,Electronic check
Yes,41,83.75,Month-to-month,1,Fiber optic,Bank transfer (automatic)
No,58,97.8,One year,1,Fiber optic,Bank transfer (automatic)
No,1,20.65,Month-to-month,0,No,Mailed check
No,4,44.8,Month-to-month,0,DSL,Electronic check
No,61,25.0,Two year,0,No,Credit card (automatic)
Yes,10,70.0,Month-to-month,0,Fiber optic,Electronic check
No,39,47.85,One year,0,DSL,Electronic check
Yes,31,19.55,Month-to-month,0,No,Mailed check
Yes,2,35.1,Month-to-month,0,DSL,Electronic check
No,31,79.3,One year,0,DSL,Mailed check
Yes,4,44.55,Month-to-month,0,DSL,Electronic check
No,33,90.65,Month-to-month,0,Fiber optic,Electronic check
No,4,20.4,One year,0,No,Mailed check
No,32,73.6,Two year,0,DSL,Mailed check
No,72,110.8,Two year,1,Fiber optic,Credit card (automatic)
